,glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
36319,Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Gal(b1-4)Fuc(a1-6)][Fuc(a1-3)]GlcNAc,Todarodes_pacificus,Todarodes,Ommastrephidae,Oegopsida,Cephalopoda,Mollusca,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12787029/
36320,Man(a1-6)Man(b1-4)GlcNAc(b1-4)[Gal(b1-4)Fuc(a1-6)][Fuc(a1-3)]GlcNAc,Todarodes_pacificus,Todarodes,Ommastrephidae,Oegopsida,Cephalopoda,Mollusca,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12787029/
36321,Neu5Ac(a2-3)Gal(b1-4)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,Todarodes_pacificus,Todarodes,Ommastrephidae,Oegopsida,Cephalopoda,Mollusca,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11286970/
36322,Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,Todarodes_pacificus,Todarodes,Ommastrephidae,Oegopsida,Cephalopoda,Mollusca,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11959025/
36323,Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)[Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc1Cer,Todarodes_pacificus,Todarodes,Ommastrephidae,Oegopsida,Cephalopoda,Mollusca,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11959025/
36324,Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc1Cer,Todarodes_pacificus,Todarodes,Ommastrephidae,Oegopsida,Cephalopoda,Mollusca,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11959025/
36325,Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)[Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc1Cer,Todarodes_pacificus,Todarodes,Ommastrephidae,Oegopsida,Cephalopoda,Mollusca,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11959025/
36326,Glc(b1-3)[Glc(b1-6)]Glc(b1-3)Glc,Tolypocladium_ophioglossoides,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,Eukarya,
36327,GalNAc(b1-4)[Gal(a1-3)]ManNAc(b1-3)GalNAc,Tolypocladium_sp,Tolypocladium,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Ascomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/23544546/
36328,Man(a1-4)[Glc(a1-2)]Man,Tornabea_scutellifera,Tornabea,Physciaceae,Teloschistales,Lecanoromycetes,Ascomycota,Fungi,Eukarya,
36329,Man(a1-4)[Man(a1-2)]Man,Tornabea_scutellifera,Tornabea,Physciaceae,Teloschistales,Lecanoromycetes,Ascomycota,Fungi,Eukarya,
36330,[Glc(a1-2)]Man(a1-6)Man,Tornabea_scutellifera,Tornabea,Physciaceae,Teloschistales,Lecanoromycetes,Ascomycota,Fungi,Eukarya,
36331,[Man(a1-2)]Man(a1-6)Man,Tornabea_scutellifera,Tornabea,Physciaceae,Teloschistales,Lecanoromycetes,Ascomycota,Fungi,Eukarya,
36332,Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36333,Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36334,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36335,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36336,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36337,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36338,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36339,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36340,Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36341,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36342,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36343,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36344,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36345,Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36346,Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36347,Gal(b1-4)GlcNAc(b1-4)[GlcNAc(b1-2)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36348,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36349,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36350,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36351,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36352,Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36353,Man(a1-2)Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36354,Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Torpedo_californica,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36355,Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,Torpedo_marmorata,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8474578/
36356,Gal1Cer3S,Torpedo_marmorata,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,gwb
36357,Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,Torpedo_marmorata,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8474578/
36358,Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,Torpedo_marmorata,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8474578/
36359,Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,Torpedo_marmorata,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8255366/
36360,Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)Glc1Cer,Torpedo_marmorata,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8474578/
36361,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,Torpedo_marmorata,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8474578/
36362,Neu5Ac(a2-8)Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,Torpedo_marmorata,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8474578/
36363,Neu5Ac(a2-8)Neu5Ac(a2-3)[Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc1Cer,Torpedo_marmorata,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8474578/
36364,Neu5Ac(a2-8)Neu5Ac(a2-8)Neu5Ac(a2-3)[Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)]Gal(b1-4)Glc1Cer,Torpedo_marmorata,Torpedo,Torpedinidae,Torpediniformes,Chondrichthyes,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/8474578/
36365,Man(a1-2)Man(a1-2)Man,Torulaspora_delbrueckii,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,
36366,Man(a1-2)Man(b1-2)Man(b1-2)Man(a1-2)Man,Torulaspora_delbrueckii,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,
36367,Man(a1-2)Man(b1-2)Man(b1-2)Man(b1-2)Man(b1-2)Man(a1-2)Man,Torulaspora_delbrueckii,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,
36368,Man(b1-2)Man(a1-2)Man,Torulaspora_delbrueckii,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,
36369,[Man(a1-2)]Man(a1-6)[Man(a1-2)Man(a1-2)]Man(a1-6)[Man(b1-2)Man(a1-2)]Man(a1-6)[Man(a1-2)Man(b1-2)Man(b1-2)Man(a1-2)]Man(a1-6)[Man(a1-2)Man(a1-2)]Man(a1-6)Man,Torulaspora_delbrueckii,Torulaspora,Saccharomycetaceae,Saccharomycetales,Saccharomycetes,Ascomycota,Fungi,Eukarya,
36370,Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3/4)[Gal(b1-3/4)]GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Toxicodendron_vernicifluum,Toxicodendron,Anacardiaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30738956/
36371,Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(?1-?)Man(a1-?)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Toxicodendron_vernicifluum,Toxicodendron,Anacardiaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30738956/
36372,Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-2)Man(a1-3/6)[Man(a1-?)[Man(a1-?)]Man(a1-?)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Toxicodendron_vernicifluum,Toxicodendron,Anacardiaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30738956/
36373,Gal(b1-3/4)[Fuc(a1-3/4)]GlcNAc(b1-2)Man(a1-3/6)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Toxicodendron_vernicifluum,Toxicodendron,Anacardiaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30738956/
36374,GlcNAc(b1-2)Man(a1-3/6)[Man(a1-?)[Man(a1-?)]Man(a1-?)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Toxicodendron_vernicifluum,Toxicodendron,Anacardiaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30738956/
36375,Man(a1-2/3/6)Man(a1-3/6)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Toxicodendron_vernicifluum,Toxicodendron,Anacardiaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30738956/
36376,Man(a1-2/3/6)Man(a1-3/6)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Toxicodendron_vernicifluum,Toxicodendron,Anacardiaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30738956/
36377,Man(a1-?)[Man(a1-?)]Man(a1-?)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Toxicodendron_vernicifluum,Toxicodendron,Anacardiaceae,Sapindales,Dicotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30738956/
36378,Fuc2Me(a1-2)Gal(b1-3)GalNAc,Toxocara_canis,Toxocara,Toxocaridae,Ascaridida,Chromadorea,Nematoda,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1823159/
36379,Fuc2Me(a1-2)Gal4Me(b1-3)GalNAc,Toxocara_canis,Toxocara,Toxocaridae,Ascaridida,Chromadorea,Nematoda,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1823159/
36380,Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Toxocara_canis,Toxocara,Toxocaridae,Ascaridida,Chromadorea,Nematoda,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/23351972/
36381,Fuc2Me(a1-2)Gal(b1-3)GalNAc,Toxocara_cati,Toxocara,Toxocaridae,Ascaridida,Chromadorea,Nematoda,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1823159/
36382,Fuc2Me(a1-2)Gal4Me(b1-3)GalNAc,Toxocara_cati,Toxocara,Toxocaridae,Ascaridida,Chromadorea,Nematoda,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/1823159/
36383,Glc(a1-2)Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Toxoplasma_gondii,Toxoplasma,Sarcocystidae,Eucoccidiorida,Conoidasida,Apicomplexa,Chromista,Eukarya,https://pubmed.ncbi.nlm.nih.gov/28179475/
36384,Glc(a1-3)Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Toxoplasma_gondii,Toxoplasma,Sarcocystidae,Eucoccidiorida,Conoidasida,Apicomplexa,Chromista,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36465557/
36385,Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Toxoplasma_gondii,Toxoplasma,Sarcocystidae,Eucoccidiorida,Conoidasida,Apicomplexa,Chromista,Eukarya,https://pubmed.ncbi.nlm.nih.gov/36465557/
36386,Glc(a1-4)GalNAc(b1-4)[Man(a1-2)Man(a1-6)]Man(a1-4)GlcN(a1-6)Ins,Toxoplasma_gondii,Toxoplasma,Sarcocystidae,Eucoccidiorida,Conoidasida,Apicomplexa,Chromista,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12815041/
36387,Glc(a1-4)GalNAc(b1-4)[ManOPEtN(a1-2)Man(a1-6)]Man(a1-4)GlcN(a1-6)Ins,Toxoplasma_gondii,Toxoplasma,Sarcocystidae,Eucoccidiorida,Conoidasida,Apicomplexa,Chromista,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12815041/
36388,Man(a1-2)Man(a1-6)[GalNAc(b1-4)]Man(a1-4)GlcN(a1-6)Ins,Toxoplasma_gondii,Toxoplasma,Sarcocystidae,Eucoccidiorida,Conoidasida,Apicomplexa,Chromista,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12815041/
36389,ManOPEtN(a1-2)Man(a1-6)[GalNAc(b1-4)]Man(a1-4)GlcN(a1-6)Ins,Toxoplasma_gondii,Toxoplasma,Sarcocystidae,Eucoccidiorida,Conoidasida,Apicomplexa,Chromista,Eukarya,https://pubmed.ncbi.nlm.nih.gov/12815041/
36390,Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,Trachurus_japonicus,Trachurus,Carangidae,Carangiformes,Actinopterygii,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11435129/
36391,Neu5Ac(a2-3)Gal1Cer,Trachurus_japonicus,Trachurus,Carangidae,Carangiformes,Actinopterygii,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11435129/
36392,Rha(a1-2)[Rha(a1-4)]Glc,Trachycarpus_fortunei,Trachycarpus,Arecaceae,Arecales,Monocotyledons,Angiosperms,Plantae,Eukarya,
36393,Rha(a1-4)Rha(a1-4)[Rha(a1-2)]Glc,Trachycarpus_fortunei,Trachycarpus,Arecaceae,Arecales,Monocotyledons,Angiosperms,Plantae,Eukarya,
36394,Rha(a1-6)Glc,Trachycarpus_fortunei,Trachycarpus,Arecaceae,Arecales,Monocotyledons,Angiosperms,Plantae,Eukarya,
36395,Rha(a1-2)[Rha(a1-4)]Glc,Trachycarpus_wagnerianus,Trachycarpus,Arecaceae,Arecales,Monocotyledons,Angiosperms,Plantae,Eukarya,
36396,Rha(a1-4)Rha(a1-4)[Rha(a1-2)]Glc,Trachycarpus_wagnerianus,Trachycarpus,Arecaceae,Arecales,Monocotyledons,Angiosperms,Plantae,Eukarya,
36397,Gal(b1-4)Glc-ol,Tragelaphus_eurycerus,Tragelaphus,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/24978056/
36398,Gal(a1-3)Gal(b1-4)Glc-ol,Tragelaphus_spekii,Tragelaphus,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30467790/
36399,Gal(a1-4)Gal(b1-4)Glc-ol,Tragelaphus_spekii,Tragelaphus,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30467790/
36400,Gal(b1-4)Glc-ol,Tragelaphus_spekii,Tragelaphus,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30467790/
36401,Neu5Ac(a2-3)Gal(b1-4)Glc-ol,Tragelaphus_spekii,Tragelaphus,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30467790/
36402,Neu5Ac(a2-6)Gal(b1-4)Glc-ol,Tragelaphus_spekii,Tragelaphus,Bovidae,Artiodactyla,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30467790/
36403,Glc(b1-3)Ara,Tragopogon_porrifolius,Tragopogon,Asteraceae,Asterales,Dicotyledons,Angiosperms,Plantae,Eukarya,gwb
36404,Glc(b1-3)D-Ara,Tragopogon_porrifolius,Tragopogon,Asteraceae,Asterales,Dicotyledons,Angiosperms,Plantae,Eukarya,
36405,Glc(b1-3)Xyl,Tragopogon_porrifolius,Tragopogon,Asteraceae,Asterales,Dicotyledons,Angiosperms,Plantae,Eukarya,
36406,Glc(b1-3)[Glc1Coum(b1-4)]D-Ara,Tragopogon_porrifolius,Tragopogon,Asteraceae,Asterales,Dicotyledons,Angiosperms,Plantae,Eukarya,
36407,Glc(b1-3)[Glc1Coum(b1-4)]Xyl,Tragopogon_porrifolius,Tragopogon,Asteraceae,Asterales,Dicotyledons,Angiosperms,Plantae,Eukarya,
36408,Glc(b1-6)[Araf(a1-3)]Glc(b1-4)Glc,Trametes_robiniophila,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25839806/
36409,Glc(b1-6)[Gal(a1-3)]Glc(b1-4)Glc,Trametes_robiniophila,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25839806/
36410,Gal(a1-4)Gal(a1-2)[Gal(a1-3)Glc(b1-6)]Man(a1-4)Gal(a1-2)[Gal(a1-6)Man(a1-6)Glc(b1-6)Glc(b1-6)[Gal(a1-6)Man(a1-3)]Glc(b1-2)Gal(b1-6)Glc(b1-6)]Man(a1-4)Gal(a1-4)Gal(a1-2)[Gal(a1-3)Fuc(a1-3)Fuc(a1-2)Gal(b1-3)Glc(b1-6)]Man(a1-4)Gal(a1-2)[Gal(a1-6)Man(a1-3)[Gal(a1-3)Glc(b1-6)]Glc(b1-2)Gal(b1-6)Glc(b1-6)]Man(a1-4)Gal(a1-4)Gal(a1-4)Gal,Trametes_versicolor,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31276724/
36411,Gal(a1-4)Gal(a1-2)[Glc(a1-3)Glc(b1-6)]Man(a1-4)Gal(a1-2)[Gal(a1-6)Man(a1-6)Glc(b1-6)Glc(b1-6)[Gal(a1-6)Man(a1-3)]Glc(b1-2)Gal(b1-6)Glc(b1-6)]Man(a1-4)Gal(a1-4)Gal(a1-2)[Glc(a1-3)Fuc(a1-3)Fuc(a1-2)Gal(b1-3)Glc(b1-6)]Man(a1-4)Gal(a1-2)[Gal(a1-6)Man(a1-3)[Glc(a1-3)Glc(b1-6)]Glc(b1-2)Gal(b1-6)Glc(b1-6)]Man(a1-4)Gal(a1-4)Gal(a1-4)Gal,Trametes_versicolor,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/31276724/
36412,Gal(a1-6)[Man(a1-2)Man(a1-3)Fuc(a1-2)]Gal(a1-6)Gal(a1-6)Gal,Trametes_versicolor,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,https://pubmed.ncbi.nlm.nih.gov/28829786/
36413,Glc(a1-6)Glc(a1-6)Glc,Trametes_versicolor,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5298263/
36414,Glc(b1-3)[Glc(b1-6)]Glc(b1-3)Glc,Trametes_versicolor,Trametes,Polyporaceae,Polyporales,Agaricomycetes,Basidiomycota,Fungi,Eukarya,
